no,src,tgt,basic_ingredient
166,chicken nugget,2 dada ayam tanpa tulang || 2 bawang putih || 1 telor || 4 sdm tepung tapioka || 1 sdt garam || 1 / 2 sdt merica || 5 gelas tepung panko || 5 sdm tepung bumbu || 1 / 2 gelas air || 1 liter minyak goreng || ,ayam
11239,udang & telur dadar saus lada hitam,"1 butir telur || 3 sdm air  ( opsional )  || secukupnya garam / kaldu bubuk  ( royco )  ,  minyak goreng || 1 ons udang  ( bersihkan ,  kepala dan kulitnya utk kaldu )  || 1 sdm air jeruk nipis utk udang || 2 siung bawang merah  ( opsional ,  hanya tambahan )  || 2 siung bawang putih  ( opsional ,  hanya tambahan )  || 2 sdm saus lada hitam kost . made  ( resep sebelumnya )  || tambahan saus sambal dan saus tiram jika bumbu kurang terasa || ",telur
790,soto mie ayam,1 / 4 kg dada ayam || 1 bh jeruk nipis || 1 bh daun bawang || 1 bh mie telur || 1 bh bihun jagung || secukupnya minyak goreng || secukupnya air || bumbu halus || 2 siung bawang putih || 4 siung bawang merah || 1 bh kemiri || secukupnya ketumbar bubuk || secukupnya kunyit bubuk || secukupnya lada bubuk || secukupnya garam || 1 batang sereh di geprek || 1 ruas lengkuas di geprek || 1 ruas jahe di geprek || 1 lembar daun salam || pelengkap || bawang goreng || kerupuk || gorengan || ,ayam
11386,terik tahu telur tempe #pr_recookmasakanawalant,"4 butir telur rebus , kupas kulit || 1 / 4 papan tempe , potong kotak || 2 biji tahu putih , potong kotak || secukupnya kol || 1 batang sereh , geprek || 1 ruas lengkuas geprek || 2 lembar daun salam || 2 lembar daun jeruk || 500 ml santan encer || bumbu halus :  || 5 siung bawang merah || 2 siung bawang putih || 3 biji kemiri || 1 sdt ketumbar || 1 ruas kunyit || secukupnya garam dan gula || jika suka penyedap rasa || ",telur
6678,kalio daging sapi,1 / 2 kg daging sapi || 4 buah kentang potong 2 || 1 buah santan kelapa || 1 blok kaldu maigi rasa sapi || 1 sdt garam || secukupnya air || 1 lmbr daun kunyit || 1 lmbr daun salam || 3 lmbr daun jeruk || 1 btg serai memarkan || 3 buah cengkeh ||  🔹  bumbu yg dihaluskan :  || 1 ruas jahe || 2 ruas lengkuas || 1 ruas kunyit || 10 siung bawang merah || 8 siung bawang putih || 1 buah kemiri || 1 sdm ketumbar || ,sapi
13407,tumis kacang panjang tempe cumi,1 sdt gula || 1 sdt garam || 2 sdm saos tiram || 1 papan tempe || 1 pack cumi - cumi || 1 ikat kacang panjang || 1 / 2 sdt masako rasa ayam || 5 siung bawang putih || 7 siung bawang merah || mentega || kecap || minyak goreng || air || ,tempe
10620,telur dadar sosis,1 butir telur || 3 buah sosis || 1 bungkus royco  ( digunakan secukupnya )  || ,telur
9728,cah wortel kubis telur,3 butir telur || 2 buah wortel ukuran sedang || 1 / 4 sayur kubis ukuran sedang || 1 helai daun bawang || 1 buah tomat ukuran sedang || bumbu :  || 4 siung bawang putih iris tipis || 3 siung bawang merah iris tipis || 3 buah cabe rawit iris tipis || 1 / 4 ketumbar bubuk || secukupnya garam dan gula || bila perlu penyedap rasa || ,telur
13046,orek tempe,1 / 2 papan tempe yang sudah diiris memanjang || 3 siung bawang merah dan bawang putih iris tipis || 3 buah cabe kriting iris tipis || 3 sdm minyak goreng || 1 / 2 sdt garam || 1 sdm gula || 1 / 2 sdt lada || 1 sdm saos tiram || 3 sdm kecap manis  ( sesuai selera )  || 10 ml air || ,tempe
7071,steak sapi rumahan ala bunda 3d,250 gram daging sapi .  .  .  .  potong2 seukuran steak || 10 sdm bbq sauce || 2 sdm olive oil  /  minyak goreng biasa || 1 / 2 sdt lada putih bubuk || 1 sdt lada hitam bubuk || 1 sdt garam || ,sapi
6760,dendeng basah daging sapi, ±  ¼  daging sapi ||  ⚛  ⏭  ️  bahan tumis  :  || secukupnya cabai || 1 buah tomat || 4 siung bawang merah || 3 siung bawang putih || secukupnya minyak goreng ||  ✔  ️ bumbu rebus daging  :  || secukupnya ketumbar || secukupnya kunyit || 1 sachet lada bubuk || 1 batang serai || 1 daun jeruk || 1 daun salam || secukupnya garam || secukupnya air || ,sapi
1362,ayam bacem pedas ala dee🌸,"500 gram ayam || 6 siung bawang merah || 4 siung bawang putih || 1 / 2 sdt ketumbar sangrai || 1 sdt asam jawa dilarutkan dg air || secukupnya kecap manis || secukupnya gula jawa || secukupnya garam ,  gula pasir ,  royco || 10 cabe rawit merah || 5 cabe keriting || daun salam ,  lengkuas ,  sereh ,  jahe || minyak utk menumis bumbu || ",ayam
7916,perkedel tahu udang,"5 buah tahu sedang || 8 ekor udang galah yg besar || 1 bungkus tepung tempe kriuk me  :  merk kobe || 7 lembar daun jeruk ,  buang tangkainya iris halus || 1 butir telur || 5 sdm tepung terigu || 2 siung bawang putih ,  geprek cincang || 1 / 2 gelas air || sejumput garam untuk udang || ",tahu
8423,tempe dan tahu goreng spesial,bahan halus buat rebusan  :  || 1 / 2 ruas jari jahe || 2 siung bawang putih || secukupnya garam 3 sendok teh gula || buat menggoreng  :  || tepung ayam goreng sajiku || secukupnya daun seledri || secukupnya air || 2 lembar daun salam buat rebusan || secukupnya minyak untuk menggoreng || sesuai selera tempe  ( klo sya 1 papan tempe harga 2 rbuan || sesuai selera tahu  ( sya pkek 5 buah tahu ukuran kecil lalu potong || ,tahu
465,chicken steak with mushroom sauce,dada ayam fillet 250 gr || 2 siung bawang putih || 1 / 2 butir bawang bombay || secukupnya susu putih cair || 100 gram jamur kuping || 150 gram keju || tepung maizena || garam || lada putih || lada hitam || 1 buah jeruk nipis || ,ayam
9816,oseng wortel telur,"4 batang wortel , potong korek api aga tipis || 1 butir telur || 5 baso uk .  kecil , potong sesuai selera || 2 siung bawang merah , iris tipis || 1 siung bawang putih , geprek dan diiris tipis || 1 / 2 bungkus kaldu jamur || secukupnya garam || secukupnya air || minyak untuk menumis || ",telur
7180,beef rice bowl,"1 / 2 mangkuk nasi panas || 100 gr daging sapi || 1 butir telur || 1 / 2 bagian bombay || 1 bawang putih || 1 tetes saus tiram || 1 / 4 sdt minyak wijen || garam ,  lada ,  gula || ",sapi
11904,sate tempe,250 gr tempe potong dadu || 10 bh tusuk sate || 250 ml santan kental dari  ( 1 / 2 btr kelapa )  || minyak goreng untuk menumis ||  || bumbu yg dihaluskan :  || 6 bh cabe merah  ( jika suka pedas boleh ditambah )  || 5 siung bawang merah || 3 siung bawang putih || 1 cm kunyit || 1 sdt ketumbar sangrai || 1 sdm serai iris halus || 1 sdm lengkuas cincang || jika suka penyedap || 1 / 2 sdt garam || ,tempe
3404,tuna woku,500 gr ikan tuna  ( tulang + daging )  || bumbu halus || 5 butir bawang merah || 2 butir bawang putih kecil || 3 butir kemiri || 3 cm jahe || 3 cm kunyit || secukupnya garam || bumbu lainnya || 2 serai ukuran kecil || 1 helai gaun kunyit || 2 lembar daun jeruk || kemangi || 1 buah tomat || 1 cabe merah || 7 cabe rawit || jeruk limau / jeruk nipis /  lemon || 1000 liter air || ,ikan
6757,sop susu buntut sapi (sop betawi),"1 bh buntut sapi || 1 sacc susu bubuk plain  ( me :  dancow )  || 100 ml santan kental || 1 , 5 liter air || 1 sdm margarine || 1 bh bombay ,  iris || 5 bh bawang putih ,  geprak || 1 / 2 bh pala ,  haluskan || 2 bh cengkeh || 1 cm jahe || 1 sdt kayumanis bubuk || 1 sdt lada bubuk || 2 bh wortel ,  iris2 || 1 bh kentang ,  potong 8 || 2 btg daun bawang ,  iris2 2 cm || garam || gula || royco rasa sapi || 1 bh tomat ,  belah 8 || ",sapi
12871,kering tempe tahu (tempe/tahu sisa),tempe || tahu || cabe || bawang merah || bawang putih || tomat || kecap || saus tiram || saus tomat || ,tempe
9569,tahu gejrot,tahu pong || 2 siung bawang putih || 4 siung bawang merah || sesuai selera cabai rawit || secukupnya garam || bahan saos || 3 sdm brown sugar atau gula jawa || sedikit asam jawa || 1 sdm cuka || 200 ml air || ,tahu
3128,pan fry salmon with chili basil sauce,"500 gram  ( 2 pcs )  steak salmon || 1 buah jeruk nipis / lemon || 20 lembar  ( segenggam )  daun kemangi || 8 siung bawang putih || 2 buah tomat || 4 siung bawang merah || 2 buah cabai merah besar || 8 buah cabai rawit  /  sesuai selera || 2 butir kemiri || secukupnya garam ,  merica  &  gula || ",ikan
917,ayam kemangi,1 / 2 kg ayam || 5 siung bawang putih || 7 siung bawang merah || 1 ikat kemangi || sesuai selera cabe || 3 helai daun jeruk || 1 buah tomat || secukupnya garam || bumbu penyedap  ( saya pakai ro * co )  || ,ayam
9975,gulai telur dan ceker pedas,250 gr ceker ayam yang sudah dicuci bersih dan dipotong kukunya || 2 bh telur yang sudah direbus dan dikupas || 1 buah serai memarkan || 2 cm jahe memarkan || 2 lembar daun jeruk || 300 ml santan dari 1 / 2 butir kelapa || 500 ml air || 2 sdm minyak goreng || secukupnya bawang goreng || bumbu halus  :  || 6 siung bawang merah || 2 siung bawang putih || 5 bh cabai merah || 2 cm kunyit || 1 sdt ketumbar sangrai || 1 / 2 sdt gula pasir || ,telur
73,"chicken wings ""saori"" super simple",1 / 2 kg sayap ayam || 6 siung bawang putih || 2 sdm saori saus tiram || 4 sdm saori saus teriyaki || 1 / 4 sdm lada || ,ayam
51,risoles rogut ayam,"bahan isian :  || 3 buah kentang ,  kukus dan tumbuk halus || 1 buah wortel ,  diserut kasar || 100 gr dada ayam rebus ,  suwir halus || 2 sdm tepung terigu || secukupnya lada bubuk || secukupnya garam || 100 ml susu cair || 2 siung bawang putih ,  haluskan || 50 gram keju cheddar parut || 2 sdm minyak goreng || bahan kulit :  || 250 gram tepung terigu || 3 sdm margarine ,  dicairkan || 2 butir telur || secukupnya garam || secukupnya air || 100 gram tepung panir untuk membalur || ",ayam
12920,tempe goreng tepung ala kampung,1 papan tempe || 250 gr tepung terigu || 50 gr tepung beras || 2 sdt tepung maizena || sesuai selera daun bawang || 6 siung bawang putih || secukupnya ketumbar bubuk || secukupnya garam || secukupnya royco ayam || ,tempe
8194,baby kaylan siram tahu telur,"1 ikat sedang baby kaylan || 4 buah tahu kuning bandung ,  iris dadu || 1 butir telur ,  kocok lepas  ( resep asli 2 butir )  || 3 buah cabai merah keriting || 2 buah cabai rawit gendut || 1 / 4 siung bawang bombay  ( sy tdk pakai  😁  )  || 5 siung bawang putih gepek || 1 sdm saus tiram saori || secukupnya garam ,  gula ,  merica bubuk || secukupnya air || ",tahu
9999,telur dadar minang / ala padang,"4 btr telur ayam  ( resep asli pke telur bebek )  || 2 batang daun bawang ,  iris || 2 lembar daun jeruk ,  iris halus || minyak untuk menggoreng || haluskan  :  || 2 buah cabe merah || 5 siung bawang merah || 2 siung bawang putih || 1 / 4 sdt merica || 2 sdm kelapa parut || secukupnya garam || ",telur
3680,salmon teriyaki,"4 buah salmon fillet  ( dengan kulit )  ,  buang duri dan sisik || 1 - 2 sdt jahe parut || secukupnya garam || 2 sdm sake  ( saya biasa ganti dengan shaoxing wine berhubung cari sake susah .  bila anda tidak mengkonsumsi arak tambahkan saja air )  || saus teriyaki :  || 3 sdm kecap asin  ( pilih merk jepang )  || 3 sdm mirin || 3 sdm sake || 3 sdm madu || 1 / 4 sdt merica || ",ikan
7688,sayur tempe mix tahu alaala kari,1 / 4 tempe dari 1 papan || 5 buah tahu || 2 keris pete || 3 buah wortel ukuran sedang || 800 ml santan || bumbu :  || 4 bawang merah || 3 bawang putih || 3 cm kunyit || 2 cm jahe || 2 butir kemiri || 1 / 2 sdt ketumbar || 1 sdm garam || secukupnya gula || penyedap rasa saya pakai royco ayam || bumbu pelengkap :  || 3 cm laja || 2 lbr daun salam || 3 lbr daun jeruk || minyak untuk menumis bumbu || ,tahu
2696,tumis sardine kacang panjang,1 kaleng gaga mackerel || 200 gr kacang panjang || 3 buah cabe rawit merah || 5 siung bawang putih || 3 siung bawang merah || 1 buah tomat || 1 batang daun bawang  ( saya skip )  || 3 buah daun jeruk || 1 / 2 buah jeruk nipis || secukupnya minyak goreng || 250 ml air || secukupnya garam || ,ikan
6391,beef and broccoli stir fry,500 gr daging sapi rawon || 1 buah brokoli berukuran sedang || 1 siung bawang putih || 1 siung bawang bombay || 5 buah cabai rawit merah || sedikit butter / minyak untuk menumis || kecap manis || kecap asin || saus teriyaki || lada putih || 1 buah jeruk nipis  ( peras )  || sedikit air || sedikit corn starch || daun bawang || ,sapi
3403,asam manis pedas wadi papuyu(kalimantan),"1 bahan  :  || 1 / 2 kg ikan papuyu bersihkan sisik ikan ,  cuci , tiriskan || secukupnya garam  untuk bikin wadi ikan nya || 2 bahan  :  || 10 siung bawang merah iris || 4 siung bawang putih iris || sesuai selera cabe rawit  +  kriting  , dipotong miring || 3 buah tomat dipotong || secukupnya air asam jawa || secukupnya gula merah dan gula putih  ( no msg )  || secukupnya garam || ",ikan
12532,tempe jeletot,1 papan tempe potong agak tebal lalu disayat tengahnya || tepung bumbu serbaguna ( tepung sasa serba guna yang spicy )  || sambal isian  :  || 25 cabai rawit merah || 10 cabai merah keriting || 5 siung bawang merah || 1 siung bawang putih || trasi || kencur || garam || ,tempe
8892,tahu isi sayuran,15 buah tahu coklat || seperapat toge || 2 batang wortel || 1 batang daun bawang || bumbu halus || 4 siung bawang merah || 3 siung bawang putih || 3 siung cabai rawit merah || bumbu pencelup || 250 gram terigu || 1 / 4 sdt ketumbar bubuk || 1 / 2 sdt kunyit bubuk || sejumput bawang putih bubuk || penyedap rasa dan garam || ,tahu
2045,nila goreng gurih,1 / 2 kg ikan nila segar || air jeruk nipis  ( 1 bh )  || 1 / 2 scht lada bubuk || 3 siung bawang putih geprek || secukupnya garam || minyak goreng || ,ikan
8163,semur telur tahu kentang,"4 butir telur ayam direbus || 16 potong tahu digoreng || 4 butir kentang ukuran sedang || 6 siung bawang merah || 4 siung bawang putih || 2 cm pala diparut || 2 cm jahe dimemarkan || 2 buah kemiri yang sudah disangrai || secukupnya ketumbar bubuk || secukupnya garam ,  gula ,  merica || sesuai selera kecap manis || 500 ml air matang || 1 lembar daun jeruk || 1 batang daun bawang || 1 buah cabai merah besar || ",tahu
10739,buncis cha telur,250 gr buncis || 2 butir telur ayam || 1 buah cabai merah || 5 siung bawang putih || secukupnya air || gula || penyedap jamur || ,telur
8080,oseng tahu cabe gendot ala fe',1 bungkus cabe gendot  ( isi sekitar 10 buah )  || 3 buah tahu potong 4 || bumbu halus  :  || 5 siung bawang merah || 4 siung bawang putih || 3 biji kemiri sangrai || 1 / 2 sendok teh garam || 1 sendok makan gula merah || 6 sendok makan kecap manis || 500 ml air || 1 / 2 sendok teh kaldu bubuk jika suka || ,tahu
7570,sapi lada hitam,1 / 2 kg daging sapi || 2 siung bawang putih || 1 buah bawang bombay || 2 buah cabe merah besar || 2 buah cabe ijo besar || secukupnya lada hitam || 1 sendok tepung maizena dicampur air || sejumput gula || secukupnya garam || 3 sendok saos tiram || 2 sendok kecap manis || 1 sendok madu || ,sapi
550,tongseng ayam,1 / 2 ekor ayam bagian paha bagi kecil2 || 5 lembar daun kol || 1 buah wortel || 2 buah tomat || daun salam || 1 batang serai geprek || 5 buah cabe rawit utuh || 2 gelas air || minyak untuk menumis || secukupnya garam || secukupnya kecap manis || bumbu halus  :  || 6 siung bawang merah || 4 siung bawang putih || 1 ruas kunyit || 1 ruas jahe || 3 buah cabe merah || 2 buah kemiri || ketumbar || merica || ,ayam
466,chicken katsu,1 kg dada ayam || 2 butir telur || 1 / 2 bungkus tepung serbaguna khusus ayam || 1 / 2 kg tepung roti || 1 siung bawang putih || secukupnya kecap inggris || pelengkap :  || 2 buah wortel || 2 buah kentang || mayonnaise || saus cabe || ,ayam
4130,rabek kambing,1 kilo tulang kambing  ( bisa jg dagingnya saja )  || 7 siung bawang merah || 5 siung bawang putih || 1 / 4 siung bawang bombai || 10 buah cabe rawit  ( kecil )  || 1 / 2 sdm lada halus || secukupnya garam || 5 sdm kecap manis || 3 sdm mentega || 1 / 2 sdm cuka apel  ( cuka biang )  || bawang goreng utk taburan || ,kambing
11413,fatty egg & cheese,1 / 2 bawang bombay || 3 siung bawang putih || 3 butir telur ayam || 4 cabe rawit || 1 / 2 sendok saus tiram || secukupnya keju chedar || secukupnya bubuk cabe || secukupnya garam merica || 1 sendok unsalted butter || ,telur
13403,tumis kacang panjang tempe kecap,"2 iket kacang panjang  * potong potong || 1 papan kecil tempe  "" potong potong goreng hingga kering || 1 buah bombay  * iris || 3 sdm kecap manis || sedikit air || secukupnya garem gula || minyak untuk menumis || ",tempe
2585,ikan patin pucung,"1 kg ikan patin fillet ,  lumuri air jeruk nipis  &  garam || 4 lembar daun salam || 5 lembar daun jeruk || 2 ruas lengkuas ,  geprek || 1 buah tomat ,  potong 8 || 1 batang daun bawang ,  potong 2 cm || 1 buah kentang ,  potong 8 goreng sampai coklat || 8 buah cabe rawit || garam || gula || kaldu jamur ||  🔅  bumbu halus || 8 siung bawang merah || 4 siung bawang putih || 2 cm kunyit ,  bakar || 4 butir kemiri ,  bakar || 5 buah kluwek .  pecahkan ,  rendam daging buah di air hangat sekitar 15 - 30 menit ,  ambil daging buahnya || ",ikan
11961,tempe selimut,2 papan tempe || 5 sdm tepung terigu || 1 sdm tapioka || bumbu adonan  :  || 2 siung bawang putih || sejumput ketumbar || 1 btr kemiri || secukupnya garam || ,tempe
10759,pempek dos tanpa ikan isi telur,250 gr tepung terigu || 500 gr tepung tapioka || 2 butir telur ayam || 5 siung bawang putih || 1 bungkus santan kara || 250 ml air || 1 sendok teh garam || secukupnya royco || kuah pempek :  || 1 bks asam jawa || 1 pcs gula aren || 1 sendok gula pasir || 3 siung bawang putih || 10 pcs cabe rawit || 250 ml air || ,telur
8387,tumis kangkung tahu ala jeko,1 ikat kangkung || 1 bungkus tahu matang || 2 bawang putih || 4 bawang merah || 1 bungkus saori || secukupnya garam || 5 buah cabai merah || ,tahu
9276,tahu aci tegal,"10 potong tahu kuning ,  potong segitiga || 12 sdm sagu || 6 sdm terigu || 3 siung bawang putih || 1 / 2 sdt ketumbar || secukupnya garam || secukupnya penyedap || secukupnya daun bawang ,  iris tipis || secukupnya air panas || ",tahu
8464,asem asem daging campur tahu n buncis,"1 / 4 kg daging sapi || 1 papan tahu || 1 ons baby buncis || bumbu yg di haluskan :  || 5 bawang merah || 3 bawang putih || 1 lombok merah besar || 5 lombok kecil  ( boleh d tambah .  .  sesuai selera )  || bumbu tambahan :  || 1 ruas jahe d geprek || 1 ruas laos d geprek || 2 daun jeruk  -  1 daun salam || 1 tomat d iris jd 4 bagian || 6 blimbing wuluh d iris2 || daun bawang ,  garam ,  gula n penyedap rasa || ",tahu
1767,ayam fillet teriyaki,1 / 4 kg ayam fillet || 5 siung bawang merah || 2 siung bawang putih || 1 bawang bombay || 1 butir kemiri || 5 cabai rawit merah || secukupnya garam || secukupnya royco || 1 / 2 bungkus saori saus teriyaki || ,ayam
